NO.,수업계획서,"수강가능학과",학부(과),교과구분,세부영역,교과번호,분반,교과목명,학년,학점,주야,강의유형,수업시간(강의실),집중수업주차,"학년별 수강인원","학년별수강정원","전체 수강인원","전체 수강정원","타학과 허용여부",복수전공,부전공,"융복합과목여부",교류학과여부
1,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90001,01,한국학특강,34,3,주간,,"목[7,8,9]/01-208",(~),0,50,0,50,Y,N,N,N,Y
2,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90002,01,한국역사,34,3,주간,,"화[7,8,9]/01-208",(~),0,50,0,50,Y,N,N,N,Y
3,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90003,01,한국전통과문화,34,3,주간,,"화[4,5,6]/01-208",(~),0,50,0,50,Y,N,N,N,Y
4,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90005,01,한국경제와경영,34,3,주간,,"금[4,5,6]/01-208",(~),0,50,0,50,Y,N,N,N,Y
5,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90006,01,한국의대중매체와대중문화,34,3,주간,,"목[7,8,9]/8-208,9",(~),0,40,0,40,Y,N,N,N,Y
6,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90009,01,동아시아역사,34,3,주간,,"목[4,5,6]/01-208",(~),0,50,0,50,Y,N,N,N,Y
7,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90010,01,동아시아경제발전,34,3,주간,,"월[4,5,6]/01-208",(~),0,50,0,50,Y,N,N,N,Y
8,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90203,01,도시경제와정책,34,3,주간,,"목[1,2,3]/01-208",(~),0,40,0,40,Y,N,N,N,Y
9,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90205,01,남북한정치외교,34,3,주간,,"화[7,8,9]/01-210",(~),0,40,0,40,Y,N,N,N,Y
10,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90206,01,글로벌경영의이해,34,3,주간,,"목[7,8,9]/01-210",(~),0,40,0,40,Y,N,N,N,Y
11,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90207,01,글로벌시장에서의마케팅관리,34,3,주간,,,(~),0,40,0,40,Y,N,N,N,Y
12,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90210,01,한국어발음과응용 ,34,3,주간,,"수[7,8,9]/01-208",(~),0,25,0,25,Y,N,N,N,Y
13,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90211,01,국제법에대한이해 ,34,3,주간,,"월[7,8,9]/01-208",(~),0,40,0,40,Y,N,N,N,Y
14,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90214,01,여가신체활동 I    ,34,3,주간,,,(~),0,20,0,20,Y,N,N,N,Y
15,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90217,01,재무회계특강,34,3,주간,,"수[1,2,3]/01-210",(~),0,40,0,40,Y,N,N,N,Y
16,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90219,01,기업가정신과기업혁신특강,34,3,주간,,"수[7,8,9]/01-210",(~),0,40,0,40,Y,N,N,N,Y
17,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90221,01,한국어언어학의이해,34,3,주간,,"목[4,5,6]/01-210",(~),0,40,0,40,Y,N,N,N,Y
18,수업계획서,수강가능학과,국제교류과,전공선택,전공선택,90222,01,회계와사례,34,3,주간,,"월[7,8,9]/01-210",(~),0,40,0,40,Y,N,N,N,Y
19,수업계획서,수강가능학과,공과대학,전공선택,전공선택,38185,01,UOS현장실습Ⅱ,1,3,주간,,,(~),0,0,0,0,,,,N,
20,수업계획서,수강가능학과,공과대학,전공선택,전공선택,38186,01,UOS현장실습Ⅲ,1,3,주간,,,(~),0,0,0,0,,,,N,
21,수업계획서,수강가능학과,공과대학,전공선택,전공선택,38187,01,UOS현장실습Ⅳ,1,3,주간,,,(~),0,0,0,0,,,,N,
22,수업계획서,수강가능학과,공과대학,전공선택,전공선택,38188,01,UOS현장실습Ⅴ,1,3,주간,,,(~),0,0,0,0,,,,N,
23,수업계획서,수강가능학과,공과대학,전공선택,전공선택,38189,01,UOS현장실습Ⅵ,1,3,주간,,,(~),0,0,0,0,,,,N,
24,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,30000,06,창의공학기초설계,1,3,주간,,"화[6,7,8,9]/37-나601",(~),0,0,0,0,,,,N,
25,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,30001,01,컴퓨터프로그래밍,1,3,주간,,"월[1,2]/37-나602,수[8,9]/39-B126",(~),0,0,0,0,,,,N,
26,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,30010,07,공학수학Ⅱ,2,3,주간,,"화[5,6,7]/39-B120",(~),0,0,0,0,,,,N,
27,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34004,01,물리화학2,2,3,주간,,"금[1,2,3]/39-B120",(~),0,0,0,0,,,,N,
28,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34006,01,유기화학2,2,3,주간,,"수[6,7,8]/39-B120",(~),0,0,0,0,,,,N,
29,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34019,01,화학공정설계,4,3,주간,,"월[1,2,3]/3-203,4",(~),0,0,0,0,,,,N,
30,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34024,01,공정제어,3,3,주간,,"화[1,2,3]/37-나601",(~),0,0,0,0,,,,N,
31,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34053,01,반응공학2,3,3,주간,,"월[1,2,3]/11-501,2",(~),0,0,0,0,,,,N,
32,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34058,01,화학공학기초실험Ⅱ,2,3,주간,,"월[5,6,7,8,9]/11-304,5",(~),0,0,0,0,,,,N,
33,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34058,02,화학공학기초실험Ⅱ,2,3,주간,,"금[5,6,7,8,9]/11-304,5",(~),0,0,0,0,,,,N,
34,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34060,01,화학공학실험Ⅱ,3,3,주간,,"수[5,6,7,8,9]/11-302,3",(~),0,0,0,0,,,,N,
35,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34060,02,화학공학실험Ⅱ,3,3,주간,,"금[5,6,7,8,9]/11-302,3",(~),0,0,0,0,,,,N,
36,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34098,01,전기화학,3,3,주간,,"월[6,7,8]/37-나602",(~),0,0,0,0,,,,N,
37,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34104,01,반도체공학,4,3,주간,,"수[1,2,3]/11-501,2",(~),0,0,0,0,,,,N,
38,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34122,01,나노입자공학,2,3,주간,,"월[1,2,3]/39-B120",(~),0,0,0,0,,,,N,
39,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,01,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
40,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,02,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
41,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,03,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
42,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,04,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
43,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,05,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
44,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,06,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
45,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,07,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
46,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34124,08,학업설계상담 Ⅱ ,1,0,주간,,,(~),0,0,0,0,,,,N,
47,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,01,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/11-501,2",(~),0,0,0,0,,,,N,
48,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,02,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/11-501,2",(~),0,0,0,0,,,,N,
49,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,03,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/3-203,4",(~),0,0,0,0,,,,N,
50,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,04,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/39-B127",(~),0,0,0,0,,,,N,
51,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,05,프로젝트종합설계  ,4,3,주간,,"수[5,6,7,8,9]/11-501,2",(~),0,0,0,0,,,,N,
52,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,06,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/39-B123",(~),0,0,0,0,,,,N,
53,수업계획서,수강가능학과,화학공학과,전공필수,전공필수,34125,07,프로젝트종합설계  ,4,3,주간,,"목[6,7,8,9,10]/39-B127",(~),0,0,0,0,,,,N,
54,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34127,01,공학계산프로그래밍,2,3,주간,,"목[5,6,7,8]/39-B126",(~),0,0,0,0,,,,N,
55,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34128,01,석유-촉매화학공학,4,3,주간,,"화[1,2,3]/39-B120",(~),0,0,0,0,,,,N,
56,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34134,01,자기주도연구Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
57,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34134,02,자기주도연구Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
58,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34134,03,자기주도연구Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
59,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34142,01,화학공정열역학,3,3,주간,,"화[5,6,8]/39-B127",(~),0,0,0,0,,,,N,
60,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34143,01,기기분석,3,3,주간,,"수[1,2,3]/39-B120",(~),0,0,0,0,,,,N,
61,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,34144,01,열및물질전달,3,3,주간,,"금[1,2,3]/11-501,2",(~),0,0,0,0,,,,N,
62,수업계획서,수강가능학과,화학공학과,전공선택,전공선택,38184,04,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
63,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,30010,05,공학수학Ⅱ,2,3,주간,,"목[7,8,9]/19-B114,15",(~),0,0,0,0,,,,N,
64,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,30010,06,공학수학Ⅱ,2,3,주간,,"금[2,3,4]/19-B108",(~),0,0,0,0,,,,N,
65,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30012,01,시스템프로그래밍,3,3,주간,,"화[2,3,4]/19-B108",(~),0,0,0,0,,,,N,
66,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30032,01,데이터베이스,3,3,주간,,"화[6,7,8]/19-412",(~),0,0,0,0,,,,N,
67,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30033,01,컴퓨터네트워크,4,3,주간,,"화[6,7,8]/19-227",(~),0,0,0,0,,,,N,
68,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30034,01,알고리듬,3,3,주간,,"수[2,3,4]/19-108,9",(~),0,0,0,0,,,,N,
69,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30042,01,선형대수학,1,3,주간,,"화[6,7,8]/19-216,17",(~),0,0,0,0,,,,N,
70,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30042,02,선형대수학,1,3,주간,,"월[7,8,9]/19-B114,15",(~),0,0,0,0,,,,N,
71,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,30042,03,선형대수학,1,3,주간,,"목[2,3,4]/19-227",(~),0,0,0,0,,,,N,
72,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,35023,01,제어공학,3,3,주간,,"목[1,2,3]/19-B114,15",(~),0,0,0,0,,,,N,
73,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,35040,01,전자회로2,3,3,주간,,"금[7,8,9]/19-B114,15",(~),0,0,0,0,,,,N,
74,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,35040,02,전자회로2,3,3,주간,,"수[1,2,3]/19-B108",(~),0,0,0,0,,,,N,
75,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,35092,01,디지털통신,3,3,주간,외국어강의,"월[7,8,9]/19-108,9",(~),0,0,0,0,,,,N,
76,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,35092,02,디지털통신,3,3,주간,,"월[7,8,9]/19-B108",(~),0,0,0,0,,,,N,
77,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,38184,06,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
78,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40059,01,전자장1,2,3,주간,,"수[1,2,3]/19-B114,15",(~),0,0,0,0,,,,N,
79,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40059,02,전자장1,2,3,주간,,"수[5,6,7]/19-227",(~),0,0,0,0,,,,N,
80,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40069,01,초고주파공학,3,3,주간,,"화[6,7,8]/19-B108",(~),0,0,0,0,,,,N,
81,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40070,01,디지털신호처리,3,3,주간,외국어강의,"화[7,8,9]/19-108,9",(~),0,0,0,0,,,,N,
82,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40070,02,디지털신호처리,3,3,주간,,"월[4,5,6]/19-B108",(~),0,0,0,0,,,,N,
83,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40087,01,인공지능,3,3,주간,외국어강의,"월[1,2,3]/19-B114,15",(~),0,0,0,0,,,,N,
84,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40090,01,디지털논리설계,1,3,주간,,"화[2,3,4]/19-108,9",(~),0,0,0,0,,,,N,
85,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40090,02,디지털논리설계,1,3,주간,,"금[5,6,7]/19-B108",(~),0,0,0,0,,,,N,
86,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40090,03,디지털논리설계,1,3,주간,,"수[6,7,8]/19-108,9",(~),0,0,0,0,,,,N,
87,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40095,01,고체전자물리,2,3,주간,,"화[2,3,4]/19-B114,15",(~),0,0,0,0,,,,N,
88,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40095,02,고체전자물리,2,3,주간,외국어강의,"목[2,3,4]/19-108,9",(~),0,0,0,0,,,,N,
89,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,01,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"월[1,2,3,4]/19-211,12",(~),0,0,0,0,,,,N,
90,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,02,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"월[1,2,3,4]/19-213,14",(~),0,0,0,0,,,,N,
91,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,03,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"월[6,7,8,9]/19-215",(~),0,0,0,0,,,,N,
92,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,04,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"화[6,7,8,9]/19-213,14",(~),0,0,0,0,,,,N,
93,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,05,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"화[1,2,3,4]/19-211,12",(~),0,0,0,0,,,,N,
94,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,06,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"화[6,7,8,9]/19-215",(~),0,0,0,0,,,,N,
95,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,07,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"월[6,7,8,9]/19-213,14",(~),0,0,0,0,,,,N,
96,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,08,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"월[6,7,8,9]/19-211,12",(~),0,0,0,0,,,,N,
97,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40097,09,전자전기컴퓨터설계실험Ⅱ,2,2,주간,,"금[6,7,8,9]/19-211,12",(~),0,0,0,0,,,,N,
98,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40098,01,확률및랜덤프로세스,2,3,주간,,"목[2,3,4]/19-B108",(~),0,0,0,0,,,,N,
99,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40106,01,임베디드시스템응용설계,4,3,주간,외국어강의,"화[2,3,4]/19-213,14",(~),0,0,0,0,,,,N,
100,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40118,01,전기회로2,2,3,주간,,"월[2,3,4]/19-108,9",(~),0,0,0,0,,,,N,
101,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40118,02,전기회로2,2,3,주간,,"금[6,7,8]/19-108,9",(~),0,0,0,0,,,,N,
102,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40118,03,전기회로2,2,3,주간,,"금[6,7,8]/19-227",(~),0,0,0,0,,,,N,
103,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40121,01,C프로그래밍,1,3,주간,,"수[6,7,8]/19-104,5",(~),0,0,0,0,,,,N,
104,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40126,01,아날로그집적회로             ,4,3,주간,,"화[6,7,8]/19-B114,15",(~),0,0,0,0,,,,N,
105,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40127,01,마이크로프로세서응용실습   ,3,2,주간,외국어강의,"금[6,7,8,9]/19-215",(~),0,0,0,0,,,,N,
106,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40127,02,마이크로프로세서응용실습   ,3,2,주간,,"목[6,7,8,9]/19-215",(~),0,0,0,0,,,,N,
107,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40128,01,소프트웨어시스템실습   ,3,2,주간,,"목[6,7,8,9]/19-227",(~),0,0,0,0,,,,N,
108,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40129,01,초고주파공학실습   ,3,2,주간,,"금[6,7,8,9]/19-412",(~),0,0,0,0,,,,N,
109,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40130,01,통신공학실습  ,3,2,주간,,"목[6,7,8,9]/19-213,14",(~),0,0,0,0,,,,N,
110,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40130,02,통신공학실습  ,3,2,주간,,"목[6,7,8,9]/19-412",(~),0,0,0,0,,,,N,
111,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40130,03,통신공학실습  ,3,2,주간,,,(~),0,0,0,0,,,,N,
112,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,01,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
113,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,02,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
114,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,03,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
115,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,04,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
116,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,05,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
117,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,06,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
118,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,07,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
119,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,08,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
120,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,09,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
121,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,10,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
122,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,11,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
123,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,12,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
124,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,13,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
125,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,14,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
126,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,15,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
127,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,16,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
128,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,17,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
129,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,18,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
130,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,19,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
131,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,20,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
132,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,21,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
133,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,22,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
134,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,23,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
135,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,24,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
136,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,25,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
137,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,26,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
138,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,27,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
139,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공필수,전공필수,40135,28,학업설계상담 Ⅱ  ,1,0,주간,,,(~),0,0,0,0,,,,N,
140,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40136,01,자료구조및실습,2,3,주간,,"수[5,6,7,8]/19-412",(~),0,0,0,0,,,,N,
141,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40137,01,집적회로공정,3,3,주간,외국어강의,"수[5,6,7]/19-B114,15",(~),0,0,0,0,,,,N,
142,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40138,01,전자전기컴퓨터공학종합설계,4,3,주간,외국어강의,"금[1,2,3,4,5]/19-216,17",(~),0,0,0,0,,,,N,
143,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40138,02,전자전기컴퓨터공학종합설계,4,3,주간,,"화[1,2,3,4,5]/19-215",(~),0,0,0,0,,,,N,
144,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40140,01,기초전력전자공학,3,3,주간,외국어강의,"월[4,5,6]/19-B114,15",(~),0,0,0,0,,,,N,
145,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40142,01,디지털시스템설계,4,3,주간,,"수[2,3,4]/19-227",(~),0,0,0,0,,,,N,
146,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40148,01,연구인턴십Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
147,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40148,02,연구인턴십Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
148,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40148,03,연구인턴십Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
149,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40153,01,자기주도연구Ⅰ,34,3,주간,,,(~),0,0,0,0,,,,N,
150,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40165,01,인공지능반도체기초,3,3,주간,,"금[2,3,4]/19-B114,15",(~),0,0,0,0,,,,Y,
151,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40166,01,셀룰러통신을위한인공지능,4,3,주간,외국어강의,"목[7,8,9]/19-108,9",(~),0,0,0,0,,,,Y,
152,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40168,01,차세대셀룰러통신,4,3,주간,,"금[6,7,8,9]/19-216,17",(~),0,0,0,0,,,,Y,
153,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40169,01,통신종합설계,4,3,주간,,"금[1,2,3,4,5]/19-211,12",(~),0,0,0,0,,,,Y,
154,수업계획서,수강가능학과,전자전기컴퓨터공학부,전공선택,전공선택,40171,01,전력계통공학,3,3,주간,,"화[2,3,4]/19-216,17",(~),0,0,0,0,,,,N,
