NO.,수업계획서,"수강가능학과",학부(과),교과구분,세부영역,교과번호,분반,교과목명,학년,학점,주야,강의유형,수업시간(강의실),집중수업주차,"학년별 수강인원","학년별수강정원","전체 수강인원","전체 수강정원","타학과 허용여부",복수전공,부전공,"융복합과목여부",교류학과여부
1206,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67150,01,기초실기스튜디오Ⅱ,1,2,주간,,"금[1,2,3,4]/16-206",(~),0,0,0,0,,,,N,
1207,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67150,02,기초실기스튜디오Ⅱ,1,2,주간,,"금[6,7,8,9]/16-206",(~),0,0,0,0,,,,N,
1208,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67153,01,매체기초Ⅱ,1,2,주간,,"수[6,7,8,9]/16-206",(~),0,0,0,0,,,,N,
1209,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67153,02,매체기초Ⅱ,1,2,주간,,"목[6,7,8,9]/16-206",(~),0,0,0,0,,,,N,
1210,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67154,01,한국미술사연구,1,2,주간,,"월[8,9]/16-107",(~),0,0,0,0,,,,N,
1211,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67156,01,조각연구Ⅱ,2,3,주간,,"목[2,3,4,6,7,8]/16-B101",(~),0,0,0,0,,,,N,
1212,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67156,02,조각연구Ⅱ,2,3,주간,,"월[2,3,4,6,7,8]/16-B102",(~),0,0,0,0,,,,N,
1213,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67158,01,서양미술사연구Ⅱ,2,2,주간,,"금[3,4]/16-107",(~),0,0,0,0,,,,N,
1214,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67159,01,조각사연구,2,2,주간,,"화[2,3,4]/16-107",(~),0,0,0,0,,,,N,
1215,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67161,01,금속스튜디오Ⅱ,2,2,주간,,"수[6,7,8,9]/16-B115,16",(~),0,0,0,0,,,,N,
1216,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67161,02,금속스튜디오Ⅱ,2,2,주간,,"금[6,7,8,9]/16-B115,16",(~),0,0,0,0,,,,N,
1217,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67163,01,목조스튜디오Ⅱ,2,2,주간,,"월[1,2,3,4]/33-B213",(~),0,0,0,0,,,,N,
1218,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67163,02,목조스튜디오Ⅱ,2,2,주간,,"수[1,2,3,4]/33-B213",(~),0,0,0,0,,,,N,
1219,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67165,01,매체연구Ⅱ,2,2,주간,,"금[6,7,8,9]/16-201",(~),0,0,0,0,,,,N,
1220,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67165,02,매체연구Ⅱ,2,2,주간,,"수[6,7,8,9]/16-202",(~),0,0,0,0,,,,N,
1221,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67167,01,CG공간설계Ⅱ,2,2,주간,,"화[6,7,8,9]/16-115",(~),0,0,0,0,,,,N,
1222,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67167,02,CG공간설계Ⅱ,2,2,주간,,"목[1,2,3,4]/16-115",(~),0,0,0,0,,,,N,
1223,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67170,01,조각스튜디오Ⅱ,3,3,주간,,"수[2,3,4,6,7,8]/16-203",(~),0,0,0,0,,,,N,
1224,수업계획서,수강가능학과,조각학과,전공필수,전공필수,67170,02,조각스튜디오Ⅱ,3,3,주간,,"수[2,3,4,6,7,8]/16-204",(~),0,0,0,0,,,,N,
1225,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67172,01,매체심화Ⅱ,3,2,주간,,"금[1,2,3,4]/16-203",(~),0,0,0,0,,,,N,
1226,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67172,02,매체심화Ⅱ,3,2,주간,,"금[6,7,8,9]/16-204",(~),0,0,0,0,,,,N,
1227,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67174,01,설치연구Ⅱ,3,2,주간,,"월[6,7,8,9]/16-203",(~),0,0,0,0,,,,N,
1228,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67174,02,설치연구Ⅱ,3,2,주간,,"월[6,7,8,9]/16-204",(~),0,0,0,0,,,,N,
1229,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67176,01,CG스튜디오Ⅱ,3,2,주간,,"금[6,7,8,9]/16-115",(~),0,0,0,0,,,,N,
1230,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67176,02,CG스튜디오Ⅱ,3,2,주간,,"화[1,2,3,4]/16-115",(~),0,0,0,0,,,,N,
1231,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67178,01,3D모델링스튜디오Ⅱ,3,2,주간,,"월[1,2,3,4]/16-115",(~),0,0,0,0,,,,N,
1232,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67178,02,3D모델링스튜디오Ⅱ,3,2,주간,,"금[1,2,3,4]/16-115",(~),0,0,0,0,,,,N,
1233,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67181,01,동시대미술비평,3,2,주간,,"화[6,7,8]/16-107",(~),0,0,0,0,,,,N,
1234,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67182,01,작가연구Ⅰ,3,2,주간,,"목[1,2,3,4]/16-107",(~),0,0,0,0,,,,N,
1235,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67184,01,조각스튜디오Ⅳ,4,4,주간,,"월[2,3,4,6,7,8]/16-109",(~),0,0,0,0,,,,N,
1236,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67184,02,조각스튜디오Ⅳ,4,4,주간,,"월[2,3,4,6,7,8]/16-110",(~),0,0,0,0,,,,N,
1237,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67186,01,매체스튜디오Ⅱ,4,3,주간,,"수[1,2,3,4]/16-109",(~),0,0,0,0,,,,N,
1238,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67186,02,매체스튜디오Ⅱ,4,3,주간,,"목[6,7,8,9]/16-107",(~),0,0,0,0,,,,N,
1239,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67188,01,프리젠테이션Ⅱ,4,3,주간,,"수[6,7,8,9]/16-107",(~),0,0,0,0,,,,N,
1240,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67190,01,작가연구Ⅱ,4,2,주간,,"화[6,7,8,9]/16-109",(~),0,0,0,0,,,,N,
1241,수업계획서,수강가능학과,조각학과,전공선택,전공선택,67191,01,대중문화연구,1,2,주간,,"월[6,7]/16-107",(~),0,0,0,0,,,,N,
1242,수업계획서,수강가능학과,정경대학,전공선택,전공선택,12137,01,UOS현장실습Ⅱ,1,3,주간,,,(~),0,0,0,0,,,,N,
1243,수업계획서,수강가능학과,정경대학,전공선택,전공선택,12138,01,UOS현장실습Ⅲ,1,3,주간,,,(~),0,0,0,0,,,,N,
1244,수업계획서,수강가능학과,정경대학,전공선택,전공선택,12139,01,UOS현장실습Ⅳ,1,3,주간,,,(~),0,0,0,0,,,,N,
1245,수업계획서,수강가능학과,정경대학,전공선택,전공선택,12140,01,UOS현장실습Ⅴ,1,3,주간,,,(~),0,0,0,0,,,,N,
1246,수업계획서,수강가능학과,정경대학,전공선택,전공선택,12141,01,UOS현장실습Ⅵ,1,3,주간,,,(~),0,0,0,0,,,,N,
1247,수업계획서,수강가능학과,경영대학,전공선택,전공선택,29024,01,UOS현장실습Ⅱ,1,3,주간,,,(~),0,0,0,0,,,,N,
1248,수업계획서,수강가능학과,경영대학,전공선택,전공선택,29025,01,UOS현장실습Ⅲ,1,3,주간,,,(~),0,0,0,0,,,,N,
1249,수업계획서,수강가능학과,경영대학,전공선택,전공선택,29026,01,UOS현장실습Ⅳ,1,3,주간,,,(~),0,0,0,0,,,,N,
1250,수업계획서,수강가능학과,경영대학,전공선택,전공선택,29027,01,UOS현장실습Ⅴ,1,3,주간,,,(~),0,0,0,0,,,,N,
1251,수업계획서,수강가능학과,경영대학,전공선택,전공선택,29028,01,UOS현장실습Ⅵ,1,3,주간,,,(~),0,0,0,0,,,,N,
1252,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12001,01,행정학개론,1,3,주간,,,(~),0,0,0,0,,,,N,
1253,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12005,01,재무행정론,2,3,주간,,"화[2,3,4]/15-137,38",(~),0,0,0,0,,,,N,
1254,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12005,02,재무행정론,2,3,주간,,"수[7,8,9]/15-137,38",(~),0,0,0,0,,,,N,
1255,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12006,01,인사행정론,2,3,주간,,"월[6,7,8]/15-137,38",(~),0,0,0,0,,,,N,
1256,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12006,02,인사행정론,2,3,주간,,"화[6,7,8]/15-137,38",(~),0,0,0,0,,,,N,
1257,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12007,01,조사방법론,1,3,주간,,"수[6,7,8]/20-209,10",(~),0,0,0,0,,,,N,
1258,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12008,01,지방행정론,2,3,주간,,"목[6,7,8]/15-120",(~),0,0,0,0,,,,N,
1259,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12023,01,정책학,1,3,주간,,,(~),0,0,0,0,,,,N,
1260,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12040,01,행정행태론,4,3,주간,,"금[2,3,4]/15-137,38",(~),0,0,0,0,,,,N,
1261,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12055,01,계량행정론,2,3,주간,,"수[2,3,4]/15-137,38",(~),0,0,0,0,,,,N,
1262,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12056,01,행정과헌법,2,3,주간,,"목[1,2,3]/15-120",(~),0,0,0,0,,,,N,
1263,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12057,01,한국행정론,4,3,주간,,"화[2,3,4]/20-209,10",(~),0,0,0,0,,,,N,
1264,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12063,01,행정과정치,1,3,주간,,"화[6,7,8]/15-120",(~),0,0,0,0,,,,N,
1265,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12063,02,행정과정치,1,3,주간,,,(~),0,0,0,0,,,,N,
1266,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12066,01,행정철학과윤리,3,3,주간,,"금[2,3,4]/20-209,10",(~),0,0,0,0,,,,N,
1267,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12067,01,전자정부론,3,3,주간,,"월[6,7,8]/37-나501",(~),0,0,0,0,,,,N,
1268,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12082,01,정책분석론,3,3,주간,,"수[2,3,4]/15-120",(~),0,0,0,0,,,,N,
1269,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12090,01,보건정책론,3,3,주간,,"수[6,7,8]/15-120",(~),0,0,0,0,,,,N,
1270,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12090,02,보건정책론,3,3,주간,,"목[7,8,9]/15-137,38",(~),0,0,0,0,,,,N,
1271,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,01,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1272,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,02,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1273,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,03,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1274,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,04,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1275,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,05,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1276,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,06,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1277,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,07,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1278,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,08,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1279,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,09,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1280,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,10,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1281,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,11,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1282,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,12,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1283,수업계획서,수강가능학과,행정학과,전공필수,전공필수,12096,13,학업설계상담Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1284,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12098,01,행정캡스톤디자인,4,3,주간,,"월[6,7,8,9]/15-326",(~),0,0,0,0,,,,N,
1285,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12109,01,규제관리론,4,3,주간,,"화[6,7,8]/20-209,10",(~),0,0,0,0,,,,N,
1286,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12112,01,서울시혁신정책의이해,34,3,주간,,"금[6,7,8]/15-137,38",(~),0,0,0,0,,,,N,
1287,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12123,01,과학기술과건강정책,3,3,주간,,,(~),0,0,0,0,,,,Y,
1288,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12127,01,행정개혁론,3,3,주간,,"화[2,3,4]/15-120",(~),0,0,0,0,,,,N,
1289,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12127,02,행정개혁론,3,3,주간,,"목[2,3,4]/15-137,38",(~),0,0,0,0,,,,N,
1290,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12136,05,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
1291,수업계획서,수강가능학과,행정학과,전공선택,전공선택,12148,01,공공관리론,2,3,주간,,"월[2,3,4]/15-137,38",(~),0,0,0,0,,,,N,
1292,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,12136,02,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
1293,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15142,01,동아시아국제관계,34,3,주간,,"월[2,3,4]/8-105,6",(~),0,0,0,0,,,,N,
1294,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15160,01,국제관계와젠더,34,3,주간,,"금[2,3,4]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1295,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15197,01,국제관계,1,3,주간,,"목[7,8,9]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1296,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15197,02,국제관계,1,3,주간,,"수[2,3,4]/8-105,6",(~),0,0,0,0,,,,N,
1297,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15201,01,국제관계연구방법,2,3,주간,,,(~),0,0,0,0,,,,N,
1298,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15202,01,러시아정치,2,3,주간,,"목[2,3,4]/8-105,6",(~),0,0,0,0,,,,N,
1299,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15203,01,한국정치,34,3,주간,,"월[7,8,9]/8-105,6",(~),0,0,0,0,,,,N,
1300,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15204,01,미국정치,2,3,주간,,"화[6,7,8]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1301,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15206,01,유럽정치경제,2,3,주간,,"월[3,4,5]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1302,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15209,01,일본정치경제,34,3,주간,,"월[6,7,8]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1303,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15217,01,남북한관계,34,3,주간,,"화[7,8,9]/8-105,6",(~),0,0,0,0,,,,N,
1304,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15229,01,세계화와정치   ,34,3,주간,,,(~),0,0,0,0,,,,N,
1305,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,01,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1306,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,02,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1307,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,03,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1308,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,04,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1309,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,05,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1310,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,06,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1311,수업계획서,수강가능학과,국제관계학과,전공필수,전공필수,15236,07,학업설계상담 Ⅱ,1,0,주간,,,(~),0,0,0,0,,,,N,
1312,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15237,01,국제협력캡스톤디자인    ,4,3,주간,,"화[2,3,4,5]/15-111,12",(~),0,0,0,0,,,,N,
1313,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15237,02,국제협력캡스톤디자인    ,4,3,주간,,"수[2,3,4,5]/15-111,12",(~),0,0,0,0,,,,N,
1314,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15239,01,국제정치와도시,34,3,주간,,"수[6,7,8]/8-105,6",(~),0,0,0,0,,,,N,
1315,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15243,01,국제관계특강Ⅰ,2,3,주간,,"수[6,7,8]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1316,수업계획서,수강가능학과,국제관계학과,전공선택,전공선택,15254,01,법규범과국제정치,2,3,주간,,"화[2,3,4]/15-125,26,27,28",(~),0,0,0,0,,,,N,
1317,수업계획서,수강가능학과,경제학부,전공선택,전공선택,12136,03,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
1318,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28003,01,미시경제학,2,3,주간,,"수[5,6,7]/33-B103",(~),0,120,0,120,N,N,N,N,N
1319,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28004,01,거시경제학,2,3,주간,,"월[7,8,9]/33-B103",(~),0,120,0,120,N,N,N,N,N
1320,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28012,01,경제통계학,2,3,주간,,"화[7,8,9]/33-B103",(~),0,120,0,120,N,N,N,N,N
1321,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28013,01,화폐금융론,34,3,주간,,"월[2,3,4]/37-307",(~),0,120,0,120,N,N,N,N,N
1322,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28014,01,수리경제학,3,3,주간,,"수[7,8,9]/33-B101",(~),0,60,0,60,N,N,N,N,N
1323,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28015,01,계량경제학,3,3,주간,,"화[7,8,9]/37-307",(~),0,120,0,120,N,N,N,N,N
1324,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28018,01,도시경제학,34,3,주간,,"목[2,3,4]/33-B104",(~),0,120,0,120,N,N,N,N,N
1325,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28020,01,국제무역론,34,3,주간,,"수[6,7,8]/33-B104",(~),0,120,0,120,N,N,N,N,N
1326,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28021,01,재정학,34,3,주간,,"금[2,3,4]/33-B101",(~),0,60,0,60,N,N,N,N,N
1327,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28023,01,국제금융론,34,3,주간,,"화[7,8,9]/33-B104",(~),0,120,0,120,N,N,N,N,N
1328,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28027,01,한국경제론,34,3,주간,,"화[2,3,4]/33-B104",(~),0,120,0,120,N,N,N,N,N
1329,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28101,01,경제학원론I(미시),1,3,주간,,"목[2,3,4]/33-B103",(~),0,120,0,120,N,N,N,N,N
1330,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28101,02,경제학원론I(미시),1,3,주간,,"월[7,8,9]/37-307",(~),0,120,0,120,N,N,N,N,N
1331,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28102,01,경제학원론II(거시),1,3,주간,,"목[6,7,8]/33-B104",(~),0,120,0,120,N,N,N,N,N
1332,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28102,02,경제학원론II(거시),1,3,주간,,"화[1,2,3]/37-307",(~),0,120,0,120,N,N,N,N,N
1333,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28102,03,경제학원론II(거시),1,3,주간,,"금[6,7,8]/33-B102",(~),0,60,0,60,N,N,N,N,N
1334,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28117,01,경제사상사,34,3,주간,,"월[2,3,4]/33-B104",(~),0,110,0,110,N,N,N,N,N
1335,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28119,01,금융계량경제학,34,3,주간,,"목[6,7,8]/33-403",(~),0,20,0,20,N,N,N,N,N
1336,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28127,01,산업조직론 ,34,3,주간,,"목[6,7,8]/33-B103",(~),0,120,0,120,N,N,N,N,N
1337,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28132,01,실험.행동경제학  ,34,3,주간,,"수[7,8,9]/37-307",(~),0,120,0,120,N,N,N,N,N
1338,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,01,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1339,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,02,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1340,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,03,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1341,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,04,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1342,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,05,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1343,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,06,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1344,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,07,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1345,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,08,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1346,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,09,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1347,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,10,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1348,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,11,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1349,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,12,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1350,수업계획서,수강가능학과,경제학부,전공필수,전공필수,28136,13,학업설계상담 Ⅱ,1,0,주간,,,(~),0,8,0,8,N,N,N,N,N
1351,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28139,01,경제수학 ,1,3,주간,,"수[1,2,3]/33-B104",(~),0,90,0,90,N,N,N,N,N
1352,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28144,01,고급미시연습,34,3,주간,,"화[2,3,4]/33-B101",(~),0,50,0,50,N,N,N,N,N
1353,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28146,01,고급계량연습,34,3,주간,,"월[7,8,9]/33-B101",(~),0,40,0,40,N,N,N,N,N
1354,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28148,01,자산가격이론,34,3,주간,외국어강의,"수[2,3,4]/33-B103",(~),0,110,0,110,N,N,N,N,N
1355,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28160,01,노동경제이슈,34,3,주간,,"목[2,3,4]/37-307",(~),0,120,0,120,N,N,N,N,N
1356,수업계획서,수강가능학과,경제학부,전공선택,전공선택,28168,01,기업재무경제학,34,3,주간,외국어강의,"화[2,3,4]/33-B103",(~),0,110,0,110,N,N,N,N,N
1357,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,12136,04,UOS현장실습Ⅰ,1,3,주간,,,(~),0,0,0,0,,,,N,
1358,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14112,01,사회보장론,2,3,주간,,"화[6,7,8]/3-107",(~),0,40,0,40,N,Y,Y,N,Y
1359,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14114,01,사회복지사상사,4,3,주간,,"월[9,10,11]/15-702-5",(~),0,15,0,15,N,Y,Y,N,Y
1360,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14121,01,노인복지론,3,3,주간,,"화[3,4,5]/3-107",(~),0,40,0,40,N,Y,Y,N,Y
1361,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14126,01,복지국가론,4,3,주간,,"금[3,4,5]/15-702-5",(~),0,50,0,50,N,Y,Y,N,Y
1362,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14148,01,장애인복지론,4,3,주간,,"목[3,4,5]/15-702-5",(~),0,50,0,50,N,Y,Y,N,Y
1363,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14149,01,사회과학과사회복지,1,3,주간,,,(~),0,0,0,0,N,N,N,N,N
1364,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14150,01,사회복지조사론,2,3,주간,,"목[6,7,8]/15-702-5",(~),0,30,0,30,N,Y,Y,N,Y
1365,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14153,01,사회문제론,2,3,주간,,"수[6,7,8]/15-702-5",(~),0,50,0,50,N,Y,Y,N,Y
1366,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14154,01,사회복지실천기술론,2,3,주간,,"월[2,3,4]/15-702-5",(~),0,50,0,50,N,Y,Y,N,Y
1367,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14156,01,정신건강론,3,3,주간,,"목[7,8,9]/3-107",(~),0,40,0,40,N,Y,Y,N,Y
1368,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14161,01,가족복지론,4,3,주간,,"수[2,3,4]/3-107",(~),0,30,0,30,N,Y,Y,N,Y
1369,수업계획서,수강가능학과,사회복지학과,전공선택,전공선택,14163,01,자원봉사론,4,3,주간,,"월[2,3,4]/3-107",(~),0,40,0,40,N,Y,Y,N,Y
